,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC_x,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,PB,PT_x,CaGC,GC_y,GC_y,Defesas,PT_y,GPC,Time
2,2023-04-29,18:30,Série A,Rodada da semana 3,sáb,Visitante,V,3,0,Bragantino,2.0,1.5,54,4.829,Rafael Cabral,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,18,5,190.0,1.0,0,0,5,0.0,0,5,0,0,Cruzeiro
3,2023-05-06,16:00,Série A,Rodada da semana 4,sáb,Em casa,V,2,1,Santos,1.6,1.0,55,21.191,Rafael Cabral,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,10,3,188.0,1.0,0,0,4,1.0,1,3,0,0,Cruzeiro
4,2023-05-10,21:30,Série A,Rodada da semana 5,qua,Em casa,D,0,2,Fluminense,2.1,1.2,48,51.846,Rafael Cabral,4-2-3-1,Flavio de Souza,Relatório da Partida,,26,5,205.0,0.0,0,1,6,2.0,2,4,0,0,Cruzeiro
5,2023-05-14,18:30,Série A,Rodada da semana 6,dom,Visitante,V,4,0,América (MG),2.6,1.3,52,4.295,Rafael Cabral,4-3-3,Wilton Sampaio,Relatório da Partida,,16,8,150.0,1.0,0,0,2,0.0,0,2,0,0,Cruzeiro
6,2023-05-22,20:00,Série A,Rodada da semana 7,seg,Em casa,D,0,1,Cuiabá,1.2,1.2,65,15.722,Rafael Cabral,4-3-3,Savio Pereira,Relatório da Partida,,15,8,194.0,1.0,0,0,2,1.0,1,1,0,0,Cruzeiro
7,2023-05-27,18:30,Série A,Rodada da semana 8,sáb,Visitante,E,1,1,Flamengo,1.2,2.0,38,65.27,Rafael Cabral,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,18,6,192.0,0.0,0,0,2,1.0,1,1,1,0,Cruzeiro
8,2023-06-03,18:30,Série A,Rodada da semana 9,sáb,Em casa,D,0,1,Atlético Mineiro,1.8,0.6,64,34.344,Rafael Cabral,4-3-3,Savio Pereira,Relatório da Partida,,19,5,165.0,2.0,0,0,3,1.0,1,2,0,0,Cruzeiro
9,2023-06-10,18:30,Série A,Rodada da semana 10,sáb,Visitante,E,2,2,Bahia,2.4,1.4,52,34.019,Rafael Cabral,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,15,7,167.0,1.0,0,0,5,2.0,2,3,0,0,Cruzeiro
10,2023-06-21,19:00,Série A,Rodada da semana 11,qua,Em casa,D,0,1,Fortaleza,1.1,1.8,67,28.494,Rafael Cabral,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,12,3,194.0,1.0,0,0,2,1.0,1,1,0,0,Cruzeiro
11,2023-06-24,21:00,Série A,Rodada da semana 12,sáb,Em casa,V,1,0,São Paulo,0.5,1.4,31,17.478,Rafael Cabral,4-3-3,Ramon Abatti,Relatório da Partida,,6,0,153.0,0.0,0,0,8,0.0,0,8,0,0,Cruzeiro
12,2023-07-01,21:00,Série A,Rodada da semana 13,sáb,Visitante,E,0,0,Internacional,1.0,2.0,46,23.923,Rafael Cabral,4-1-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,,9,3,186.0,0.0,0,0,4,0.0,0,4,0,0,Cruzeiro
13,2023-07-08,16:00,Série A,Rodada da semana 14,sáb,Visitante,V,1,0,Vasco da Gama,0.7,1.3,45,,Rafael Cabral,4-1-4-1,Savio Pereira,Relatório da Partida,,7,5,222.0,1.0,0,0,1,0.0,0,1,0,0,Cruzeiro
14,2023-07-16,11:00,Série A,Rodada da semana 15,dom,Em casa,E,0,0,Coritiba,0.8,1.1,55,,Rafael Cabral,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,13,2,170.0,1.0,0,0,6,0.0,0,6,0,0,Cruzeiro
15,2023-07-23,16:00,Série A,Rodada da semana 16,dom,Em casa,D,0,1,Goiás,1.1,0.3,68,,Rafael Cabral,4-1-4-1,Caio Max Augusto Vieira,Relatório da Partida,,16,1,189.0,1.0,0,0,2,1.0,1,1,0,0,Cruzeiro
16,2023-07-29,16:00,Série A,Rodada da semana 17,sáb,Visitante,E,3,3,Ath Paranaense,1.8,3.0,47,,Rafael Cabral,4-3-3,Yuri Elino Ferreira da Cruz,Relatório da Partida,,14,5,182.0,0.0,0,0,6,3.0,3,3,1,1,Cruzeiro
17,2023-08-06,18:30,Série A,Rodada da semana 18,dom,Em casa,E,0,0,Botafogo (RJ),0.9,0.1,67,44.759,Lucas Silva,4-3-3,Raphael Claus,Relatório da Partida,,13,4,178.0,2.0,0,0,1,0.0,0,1,0,0,Cruzeiro
18,2023-08-14,19:00,Série A,Rodada da semana 19,seg,Visitante,D,0,1,Palmeiras,0.6,1.4,48,38.555,Rafael Cabral,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,13,5,233.0,1.0,0,0,4,1.0,1,3,0,0,Cruzeiro
19,2023-08-19,21:00,Série A,Rodada da semana 20,sáb,Em casa,E,1,1,Corinthians,2.0,0.6,45,,Rafael Cabral,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,19,8,201.0,2.0,0,0,2,1.0,1,1,0,0,Cruzeiro
20,2023-08-27,19:00,Série A,Rodada da semana 21,dom,Visitante,D,0,3,Grêmio,0.6,1.5,61,52.203,Rafael Cabral,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,6,1,193.0,0.0,0,0,4,3.0,3,1,0,0,Cruzeiro
21,2023-09-03,18:30,Série A,Rodada da semana 22,dom,Em casa,E,0,0,Bragantino,1.2,1.2,50,,Rafael Cabral,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,15,3,166.0,0.0,0,0,5,0.0,0,5,0,0,Cruzeiro
22,2023-09-14,19:00,Série A,Rodada da semana 23,qui,Visitante,V,3,0,Santos,1.4,0.5,46,12.244,Rafael Cabral,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,15,7,141.0,1.0,0,0,1,0.0,0,1,0,0,Cruzeiro
23,2023-09-20,21:30,Série A,Rodada da semana 24,qua,Visitante,D,0,1,Fluminense,0.7,0.5,41,28.985,Rafael Cabral,4-2-3-1,Matheus Delgado Candançan,Relatório da Partida,,7,2,193.0,0.0,0,0,4,1.0,1,3,0,0,Cruzeiro
24,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Em casa,E,1,1,América (MG),0.6,1.0,59,,Rafael Cabral,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,17,2,235.0,0.0,0,0,7,1.0,1,6,0,0,Cruzeiro
25,2023-10-14,20:00,Série A,Rodada da semana 26,sáb,Visitante,E,0,0,Cuiabá,0.5,0.9,51,,Rafael Cabral,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,8,2,183.0,0.0,0,0,2,0.0,0,2,0,0,Cruzeiro
26,2023-10-19,19:00,Série A,Rodada da semana 27,qui,Em casa,D,0,2,Flamengo,0.3,1.8,43,37.073,Rafael Cabral,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,12,5,210.0,0.0,0,0,2,2.0,2,0,1,1,Cruzeiro
27,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Visitante,V,1,0,Atlético Mineiro,0.9,0.6,47,,Rafael Cabral,4-3-3,Ramon Abatti,Relatório da Partida,,14,4,198.0,0.0,0,0,1,0.0,0,1,0,0,Cruzeiro
28,2023-10-25,20:00,Série A,Rodada da semana 29,qua,Em casa,V,3,0,Bahia,2.0,0.3,40,,Rafael Cabral,4-3-3,Flavio de Souza,Relatório da Partida,,14,5,184.0,0.0,0,0,0,0.0,0,0,0,0,Cruzeiro
29,2023-11-02,20:00,Série A,Rodada da semana 31,qui,Visitante,D,0,1,São Paulo,1.0,0.7,45,,Rafael Cabral,4-3-3,Wilton Pereira Sampaio,Relatório da Partida,,19,4,207.0,1.0,0,0,5,1.0,1,4,0,0,Cruzeiro
30,2023-11-05,16:00,Série A,Rodada da semana 32,dom,Em casa,D,1,2,Internacional,1.4,0.6,62,,Rafael Cabral,4-4-1-1,Matheus Delgado Candançan,Relatório da Partida,,19,4,239.0,3.0,1,1,3,2.0,2,1,0,0,Cruzeiro
31,2023-11-11,16:00,Série A,Rodada da semana 34,sáb,Visitante,D,0,1,Coritiba,0.6,0.7,55,,Rafael Cabral,4-4-1-1,Braulio da Silva Machado,Relatório da Partida,,13,4,221.0,1.0,0,0,3,1.0,1,2,0,0,Cruzeiro
32,2023-11-18,18:30,Série A,Rodada da semana 30,sáb,Visitante,V,1,0,Fortaleza,0.9,1.2,47,,Rafael Cabral,4-3-3,Savio Pereira,Relatório da Partida,,7,2,225.0,2.0,0,0,7,0.0,0,7,0,0,Cruzeiro
33,2023-11-22,19:00,Série A,Rodada da semana 33,qua,Em casa,E,2,2,Vasco da Gama,1.5,0.8,50,,Rafael Cabral,4-3-2-1,Leandro Pedro Vuaden,Relatório da Partida,,13,3,241.0,1.0,1,1,4,2.0,2,2,0,0,Cruzeiro
34,2023-11-27,21:00,Série A,Rodada da semana 35,seg,Visitante,V,1,0,Goiás,0.9,0.4,51,9.143,Rafael Cabral,4-3-2-1,Ramon Abatti,Relatório da Partida,,12,7,179.0,1.0,0,0,3,0.0,0,3,0,0,Cruzeiro
35,2023-11-30,20:00,Série A,Rodada da semana 36,qui,Em casa,E,1,1,Ath Paranaense,3.6,1.0,57,,Rafael Cabral,4-3-2-1,Leandro Pedro Vuaden,Relatório da Partida,,25,7,168.0,1.0,0,1,3,1.0,1,2,0,0,Cruzeiro
36,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,E,0,0,Botafogo (RJ),0.9,1.0,40,,Rafael Cabral,4-3-3,Wilton Pereira Sampaio,Relatório da Partida,,7,3,201.0,1.0,0,0,2,0.0,0,2,0,0,Cruzeiro
37,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,E,1,1,Palmeiras,1.6,1.4,56,44.19,Rafael Cabral,4-3-3,Anderson Daronco,Relatório da Partida,,14,6,228.0,0.0,0,0,5,1.0,1,4,0,0,Cruzeiro
0,2023-04-15,21:00,Série A,Rodada da semana 1,sáb,Visitante,V,2,1,Atlético Mineiro,1.5,1.5,26,34.98,Léo Pelé,4-3-3,Raphael Claus,Relatório da Partida,,7,3,146.0,0.0,0,0,10,1.0,1,9,0,0,Vasco da Gama
1,2023-04-23,16:00,Série A,Rodada da semana 2,dom,Em casa,E,2,2,Palmeiras,1.4,0.7,36,59.867,Léo Pelé,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,11,3,181.0,1.0,0,0,7,2.0,2,5,0,0,Vasco da Gama
2,2023-05-01,20:00,Série A,Rodada da semana 3,seg,Em casa,D,0,1,Bahia,0.9,1.1,55,19.223,Léo Pelé,4-3-3,Flavio Rodrigues de Souza,Relatório da Partida,,15,6,208.0,3.0,0,0,6,1.0,1,5,0,0,Vasco da Gama
3,2023-05-06,21:00,Série A,Rodada da semana 4,sáb,Visitante,E,1,1,Fluminense,0.7,1.8,21,39.85,Léo Pelé,4-3-3,Wilton Sampaio,Relatório da Partida,,8,1,214.0,1.0,0,0,9,1.0,1,8,0,0,Vasco da Gama
4,2023-05-11,19:00,Série A,Rodada da semana 5,qui,Visitante,E,1,1,Coritiba,0.8,1.0,64,20.88,Léo Pelé,4-3-3,Ramon Abatti Abel,Relatório da Partida,,7,2,124.0,1.0,0,0,5,1.0,1,4,0,0,Vasco da Gama
5,2023-05-14,16:00,Série A,Rodada da semana 6,dom,Em casa,D,0,1,Santos,1.7,0.6,68,18.476,Léo Pelé,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,23,9,171.0,1.0,0,0,1,1.0,1,0,0,0,Vasco da Gama
6,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Visitante,D,2,4,São Paulo,1.1,2.3,48,57.399,Léo Pelé,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,17,4,198.0,1.0,0,0,7,4.0,4,3,0,0,Vasco da Gama
7,2023-05-27,16:00,Série A,Rodada da semana 8,sáb,Visitante,D,0,2,Fortaleza,0.7,1.5,51,37.625,Léo Pelé,4-3-3,Edina Alves Batista,Relatório da Partida,,12,1,213.0,0.0,0,0,6,2.0,2,4,0,0,Vasco da Gama
8,2023-06-05,20:00,Série A,Rodada da semana 9,seg,Em casa,D,1,4,Flamengo,1.5,1.1,45,46.423,Léo Pelé,3-4-3,Braulio da Silva Machado,Relatório da Partida,,12,4,175.0,1.0,1,1,5,4.0,4,1,0,0,Vasco da Gama
9,2023-06-11,16:00,Série A,Rodada da semana 10,dom,Visitante,D,1,2,Internacional,0.9,1.6,53,18.044,Léo Pelé,4-1-2-1-2◆,Edina Alves Batista,Relatório da Partida,,14,5,175.0,0.0,0,0,3,2.0,2,1,0,0,Vasco da Gama
10,2023-06-22,20:00,Série A,Rodada da semana 11,qui,Em casa,D,0,1,Goiás,1.7,0.4,59,17.647,Léo Pelé,4-3-1-2,Jean Pierre Goncalves Lima,Relatório da Partida,,21,4,163.0,2.0,0,0,1,1.0,1,0,0,0,Vasco da Gama
11,2023-06-26,21:00,Série A,Rodada da semana 12,seg,Em casa,V,1,0,Cuiabá,1.7,0.6,45,,Léo Pelé,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,8,1,207.0,1.0,1,1,3,0.0,0,3,0,0,Vasco da Gama
12,2023-07-02,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0,2,Botafogo (RJ),0.9,1.7,40,38.798,Léo Pelé,4-2-3-1,Raphael Claus,Relatório da Partida,,12,4,219.0,1.0,0,0,6,2.0,2,4,0,0,Vasco da Gama
13,2023-07-08,16:00,Série A,Rodada da semana 14,sáb,Em casa,D,0,1,Cruzeiro,1.3,0.7,55,,Léo Pelé,3-4-3,Savio Pereira,Relatório da Partida,,9,1,176.0,1.0,0,0,5,1.0,1,4,0,0,Vasco da Gama
14,2023-07-23,18:30,Série A,Rodada da semana 16,dom,Em casa,D,0,2,Ath Paranaense,1.5,1.3,56,,Gary Medel,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,18,2,192.0,2.0,0,0,2,2.0,2,0,1,1,Vasco da Gama
15,2023-07-29,18:30,Série A,Rodada da semana 17,sáb,Visitante,D,1,3,Corinthians,1.7,1.3,45,,Gary Medel,3-5-2,Leandro Pedro Vuaden,Relatório da Partida,,23,5,198.0,1.0,0,0,6,3.0,3,3,1,1,Vasco da Gama
16,2023-08-06,16:00,Série A,Rodada da semana 18,dom,Em casa,V,1,0,Grêmio,1.8,1.5,52,,Gary Medel,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,11,4,187.0,1.0,0,0,3,0.0,0,3,0,0,Vasco da Gama
17,2023-08-14,21:00,Série A,Rodada da semana 19,seg,Visitante,E,1,1,Bragantino,1.5,1.6,36,5.553,Gary Medel,4-1-4-1,Anderson Daronco,Relatório da Partida,,7,3,177.0,0.0,1,1,7,1.0,1,6,0,0,Vasco da Gama
18,2023-08-20,11:00,Série A,Rodada da semana 20,dom,Em casa,V,1,0,Atlético Mineiro,1.9,0.7,42,53.54,Gary Medel,4-1-4-1,Braulio da Silva Machado,Relatório da Partida,,16,3,182.0,2.0,0,0,5,0.0,0,5,0,0,Vasco da Gama
19,2023-08-27,18:30,Série A,Rodada da semana 21,dom,Visitante,D,0,1,Palmeiras,0.1,0.7,45,40.292,Gary Medel,4-1-4-1,Wilton Sampaio,Relatório da Partida,,4,2,213.0,1.0,0,0,5,1.0,1,4,0,0,Vasco da Gama
20,2023-09-03,18:30,Série A,Rodada da semana 22,dom,Visitante,E,1,1,Bahia,1.1,1.7,44,,Gary Medel,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,5,0,226.0,0.0,1,1,3,1.0,1,2,0,0,Vasco da Gama
21,2023-09-16,16:00,Série A,Rodada da semana 23,sáb,Em casa,V,4,2,Fluminense,1.4,1.9,28,,Léo Pelé,4-5-1,Raphael Claus,Relatório da Partida,,9,4,152.0,0.0,0,0,8,2.0,2,6,0,0,Vasco da Gama
22,2023-09-21,19:00,Série A,Rodada da semana 24,qui,Em casa,V,5,1,Coritiba,3.5,0.5,54,,Gary Medel,4-3-3,Flavio Rodrigues de Souza,Relatório da Partida,,19,12,144.0,2.0,0,0,3,1.0,1,2,0,0,Vasco da Gama
23,2023-09-25,20:00,Série A,Rodada da semana 15,seg,Visitante,V,1,0,América (MG),0.8,1.6,65,,Gary Medel,4-3-3,Ramon Abatti Abel,Relatório da Partida,,15,3,165.0,0.0,0,0,7,0.0,0,7,0,0,Vasco da Gama
24,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Visitante,D,1,4,Santos,0.9,2.4,63,,Gary Medel,4-3-3,Anderson Daronco,Relatório da Partida,,13,5,153.0,2.0,0,0,5,4.0,4,1,1,1,Vasco da Gama
25,2023-10-07,18:30,Série A,Rodada da semana 26,sáb,Em casa,E,0,0,São Paulo,0.9,1.4,38,,Léo Pelé,4-3-3,Braulio da Silva Machado,Relatório da Partida,,11,2,178.0,0.0,0,0,4,0.0,0,3,1,0,Vasco da Gama
26,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Em casa,V,1,0,Fortaleza,2.0,0.7,47,20.255,Léo Pelé,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,18,8,153.0,0.0,0,0,4,0.0,0,4,0,0,Vasco da Gama
27,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Visitante,D,0,1,Flamengo,1.1,0.5,53,69.473,Gary Medel,4-1-4-1,Raphael Claus,Relatório da Partida,,17,7,158.0,0.0,0,0,5,1.0,1,4,0,0,Vasco da Gama
28,2023-10-26,19:00,Série A,Rodada da semana 29,qui,Em casa,D,1,2,Internacional,1.0,1.6,53,20.098,Gary Medel,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,15,5,161.0,0.0,0,0,5,2.0,2,3,0,0,Vasco da Gama
29,2023-10-29,16:00,Série A,Rodada da semana 30,dom,Visitante,E,1,1,Goiás,0.9,1.1,55,12.904,Gary Medel,4-1-4-1,Flavio de Souza,Relatório da Partida,,5,2,89.0,0.0,0,0,6,1.0,1,5,0,0,Vasco da Gama
30,2023-11-02,16:00,Série A,Rodada da semana 31,qui,Visitante,V,2,0,Cuiabá,1.4,0.6,49,,Gary Medel,4-1-4-1,Ramon Abatti,Relatório da Partida,,10,3,169.0,0.0,0,0,2,0.0,0,2,0,0,Vasco da Gama
31,2023-11-06,19:00,Série A,Rodada da semana 32,seg,Em casa,V,1,0,Botafogo (RJ),0.5,0.5,42,,Gary Medel,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,9,3,181.0,0.0,0,0,2,0.0,0,2,0,0,Vasco da Gama
32,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Em casa,V,2,1,América (MG),1.7,2.5,49,,Gary Medel,4-1-4-1,Savio Pereira,Relatório da Partida,,17,6,163.0,2.0,0,0,6,1.0,1,5,0,0,Vasco da Gama
33,2023-11-22,19:00,Série A,Rodada da semana 33,qua,Visitante,E,2,2,Cruzeiro,0.8,1.5,50,,Gary Medel,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,9,4,173.0,0.0,0,0,4,2.0,2,2,1,1,Vasco da Gama
34,2023-11-25,19:30,Série A,Rodada da semana 35,sáb,Visitante,E,0,0,Ath Paranaense,0.6,1.5,44,,Gary Medel,3-5-2,Anderson Daronco,Relatório da Partida,,8,2,144.0,0.0,0,0,4,0.0,0,4,0,0,Vasco da Gama
35,2023-11-28,21:30,Série A,Rodada da semana 36,ter,Em casa,D,2,4,Corinthians,1.4,1.4,53,20.22,Gary Medel,4-1-4-1,Savio Pereira,Relatório da Partida,,20,8,164.0,0.0,0,0,5,4.0,4,1,0,0,Vasco da Gama
36,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Visitante,D,0,1,Grêmio,0.8,0.8,51,,Léo Pelé,3-4-1-2,Ramon Abatti,Relatório da Partida,,8,1,164.0,1.0,0,0,5,1.0,1,4,0,0,Vasco da Gama
37,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,V,2,1,Bragantino,1.6,0.8,45,,Gary Medel,4-4-2,Wilton Pereira Sampaio,Relatório da Partida,,13,6,127.0,2.0,0,0,2,1.0,1,1,0,0,Vasco da Gama
0,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Visitante,D,1,2,Bragantino,0.7,2.0,45,3.368,Kanu,3-4-3,Maguielson Lima Barbosa,Relatório da Partida,,9,3,192.0,1.0,0,0,7,2.0,2,5,0,0,Bahia
1,2023-04-24,20:00,Série A,Rodada da semana 2,seg,Em casa,D,1,2,Botafogo (RJ),0.9,0.2,58,27.822,Everaldo Stum,5-4-1,Raphael Claus,Relatório da Partida,,13,5,187.0,0.0,0,0,3,2.0,2,1,0,0,Bahia
2,2023-05-01,20:00,Série A,Rodada da semana 3,seg,Visitante,V,1,0,Vasco da Gama,1.1,0.9,45,19.223,Kanu,5-4-1,Flavio Rodrigues de Souza,Relatório da Partida,,12,6,172.0,0.0,0,0,6,0.0,0,6,0,0,Bahia
3,2023-05-07,16:00,Série A,Rodada da semana 4,dom,Em casa,V,3,1,Coritiba,1.5,0.4,50,37.936,Kanu,3-4-3,Bruno Mota Correia,Relatório da Partida,,15,5,171.0,3.0,0,0,4,1.0,1,3,0,0,Bahia
4,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Visitante,D,0,3,Santos,1.3,2.0,59,7.262,Kanu,3-4-3,Wagner do Nascimento Magalhães,Relatório da Partida,,17,3,210.0,1.0,0,0,9,3.0,3,6,0,0,Bahia
5,2023-05-13,16:00,Série A,Rodada da semana 6,sáb,Em casa,D,2,3,Flamengo,1.4,2.2,52,48.502,Kanu,3-4-1-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,20,6,181.0,0.0,0,0,4,3.0,3,1,1,1,Bahia
6,2023-05-20,16:00,Série A,Rodada da semana 7,sáb,Em casa,E,1,1,Goiás,2.3,0.9,50,32.519,Everaldo Stum,3-4-3,Denis da Silva Ribeiro Serafim,Relatório da Partida,,23,4,201.0,1.0,0,0,5,1.0,1,4,0,0,Bahia
7,2023-05-28,16:00,Série A,Rodada da semana 8,dom,Visitante,D,0,2,Internacional,1.1,0.9,56,19.037,Kanu,3-4-3,Wagner do Nascimento Magalhães,Relatório da Partida,,9,4,160.0,0.0,0,0,2,2.0,2,0,0,0,Bahia
8,2023-06-03,16:00,Série A,Rodada da semana 9,sáb,Visitante,E,0,0,Fortaleza,0.3,0.6,45,38.338,Kanu,3-5-2,João Vitor Gobi,Relatório da Partida,,7,2,241.0,1.0,0,0,2,0.0,0,2,0,0,Bahia
9,2023-06-10,18:30,Série A,Rodada da semana 10,sáb,Em casa,E,2,2,Cruzeiro,1.4,2.4,48,34.019,Kanu,3-4-3,Rodrigo José Pereira de Lima,Relatório da Partida,,14,5,155.0,0.0,0,0,7,2.0,2,5,0,0,Bahia
10,2023-06-21,21:30,Série A,Rodada da semana 11,qua,Em casa,V,1,0,Palmeiras,1.1,0.8,46,31.013,Kanu,4-2-3-1,Wilton Sampaio,Relatório da Partida,,9,3,176.0,0.0,0,0,2,0.0,0,2,0,0,Bahia
11,2023-06-24,18:30,Série A,Rodada da semana 12,sáb,Visitante,D,1,2,Fluminense,1.0,3.0,51,24.507,Kanu,4-4-2,Savio Pereira,Relatório da Partida,,15,3,196.0,0.0,0,0,9,2.0,2,7,0,0,Bahia
12,2023-07-01,18:30,Série A,Rodada da semana 13,sáb,Em casa,D,1,2,Grêmio,1.9,2.9,47,34.09,Kanu,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,,16,4,191.0,0.0,0,0,7,2.0,2,5,0,0,Bahia
13,2023-07-08,15:00,Série A,Rodada da semana 14,sáb,Visitante,E,1,1,Cuiabá,0.3,1.5,58,,Kanu,5-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,,6,2,159.0,0.0,0,0,6,1.0,1,5,1,1,Bahia
14,2023-07-16,18:30,Série A,Rodada da semana 15,dom,Visitante,D,0,2,Ath Paranaense,1.0,2.2,48,17.091,Kanu,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,8,6,182.0,0.0,0,0,7,2.0,2,5,0,0,Bahia
15,2023-07-22,18:30,Série A,Rodada da semana 16,sáb,Em casa,E,0,0,Corinthians,1.4,0.1,59,43.716,Kanu,4-3-1-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,,18,4,194.0,1.0,0,0,1,0.0,0,1,0,0,Bahia
16,2023-07-30,11:00,Série A,Rodada da semana 17,dom,Visitante,E,0,0,São Paulo,0.5,1.8,36,,Thaciano,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,13,2,177.0,0.0,0,0,11,0.0,0,10,0,0,Bahia
17,2023-08-06,18:30,Série A,Rodada da semana 18,dom,Em casa,V,3,1,América (MG),1.7,0.4,66,34.313,Kanu,4-2-3-1,Matheus Delgado Candançan,Relatório da Partida,,22,7,195.0,0.0,0,0,5,1.0,1,4,0,0,Bahia
18,2023-08-13,11:00,Série A,Rodada da semana 19,dom,Visitante,D,0,1,Atlético Mineiro,0.6,1.1,60,,Kanu,4-2-3-1,Savio Pereira,Relatório da Partida,,14,5,199.0,0.0,0,0,4,1.0,1,3,0,0,Bahia
19,2023-08-20,16:00,Série A,Rodada da semana 20,dom,Em casa,V,4,0,Bragantino,1.8,0.7,47,,Kanu,4-2-3-1,Arthur Gomes Rabelo,Relatório da Partida,,13,5,154.0,0.0,0,0,7,0.0,0,7,0,0,Bahia
20,2023-08-27,16:00,Série A,Rodada da semana 21,dom,Visitante,D,0,3,Botafogo (RJ),1.2,2.3,56,,Kanu,4-1-4-1,Flavio Rodrigues de Souza,Relatório da Partida,,19,6,210.0,0.0,0,0,5,3.0,3,2,0,0,Bahia
21,2023-09-03,18:30,Série A,Rodada da semana 22,dom,Em casa,E,1,1,Vasco da Gama,1.7,1.1,56,,Kanu,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,11,3,176.0,0.0,0,0,1,1.0,1,0,1,1,Bahia
22,2023-09-14,20:00,Série A,Rodada da semana 23,qui,Visitante,V,4,2,Coritiba,3.8,1.3,45,,Kanu,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,18,9,165.0,0.0,0,0,6,2.0,2,4,0,0,Bahia
23,2023-09-18,20:00,Série A,Rodada da semana 24,seg,Em casa,D,1,2,Santos,0.9,2.6,63,,Kanu,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,19,5,205.0,2.0,0,0,7,2.0,2,5,0,0,Bahia
24,2023-09-30,16:00,Série A,Rodada da semana 25,sáb,Visitante,D,0,1,Flamengo,0.5,1.4,35,,Kanu,4-2-3-1,Savio Pereira,Relatório da Partida,,6,4,176.0,0.0,0,0,5,1.0,1,4,1,1,Bahia
25,2023-10-07,16:00,Série A,Rodada da semana 26,sáb,Visitante,V,6,4,Goiás,2.0,2.7,37,9.001,Thaciano,4-4-2,Raphael Claus,Relatório da Partida,,13,9,165.0,1.0,0,0,6,4.0,4,2,1,1,Bahia
26,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Em casa,V,1,0,Internacional,2.0,0.6,47,31.385,Kanu,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,14,4,171.0,1.0,0,0,1,0.0,0,1,0,0,Bahia
27,2023-10-21,18:30,Série A,Rodada da semana 28,sáb,Em casa,V,2,0,Fortaleza,1.2,0.5,48,44.761,Kanu,4-4-2,Rodrigo José Pereira de Lima,Relatório da Partida,,16,3,206.0,1.0,0,0,5,0.0,0,5,0,0,Bahia
